customer_id,age,income,spending_score,membership_years,gender,city,preferred_category,total_purchases,last_purchase_days,average_order_value,loyalty_points,segment_true
CUST_00287,40,106201,86,7.1,Female,San Antonio,Luxury,56,7,10422.38,11673,premium_customers
CUST_00288,38,91942,83,7.8,Other,Phoenix,Travel,59,53,14046.8,16575,premium_customers
CUST_00289,39,123440,87,7.3,Male,Los Angeles,Premium,61,6,13042.28,15911,premium_customers
CUST_00290,36,112319,83,7.5,Female,Chicago,Premium,62,24,13448.17,16675,premium_customers
CUST_00291,43,106502,89,6.4,Female,Philadelphia,Premium,55,39,17455.93,19201,premium_customers
CUST_00292,48,111270,88,6.5,Other,Philadelphia,Travel,66,57,13050.92,17227,premium_customers
CUST_00293,43,121049,94,10.6,Male,Phoenix,Travel,96,39,10768.89,20676,premium_customers
CUST_00294,45,111805,80,11.3,Male,Houston,Luxury,98,27,10836.65,21239,premium_customers
CUST_00295,39,98314,81,7.9,Male,San Antonio,Luxury,59,46,16336.87,19277,premium_customers
CUST_00296,43,131213,86,7.4,Female,Los Angeles,Luxury,62,231,11572.2,14349,premium_customers
CUST_00297,47,120003,88,6.9,Female,New York,Luxury,54,3,28557.87,30842,premium_customers
CUST_00298,41,125995,86,5.2,Female,New York,Premium,35,9,28158.58,19711,premium_customers
CUST_00299,40,126761,85,8.0,Female,Philadelphia,Travel,75,79,17320.7,25981,premium_customers
CUST_00300,50,124958,84,6.2,Male,Chicago,Travel,47,10,21399.68,20115,premium_customers
CUST_00301,44,112611,90,5.3,Other,Houston,Travel,51,9,21847.91,22284,premium_customers
CUST_00302,44,135902,85,4.4,Female,San Diego,Premium,36,9,37661.73,27116,premium_customers
CUST_00303,42,113062,81,7.2,Male,Dallas,Premium,50,12,12727.62,12727,premium_customers
CUST_00304,46,88012,87,10.6,Other,San Diego,Luxury,100,25,6801.89,13603,premium_customers
CUST_00305,41,129716,85,8.4,Other,New York,Travel,77,10,19779.56,30460,premium_customers
CUST_00306,39,103302,85,6.2,Male,Houston,Travel,61,39,6255.35,7631,premium_customers
CUST_00307,43,111724,89,6.5,Other,San Antonio,Premium,61,1,8463.28,10325,premium_customers
CUST_00308,37,135458,90,7.2,Male,Phoenix,Travel,61,52,25137.78,30668,premium_customers
CUST_00309,37,142155,93,8.4,Male,Philadelphia,Travel,79,10,18028.73,28485,premium_customers
CUST_00310,37,100695,90,7.5,Female,Phoenix,Premium,69,35,11291.68,15582,premium_customers
CUST_00311,42,127677,82,5.4,Female,San Diego,Luxury,51,55,11171.51,11394,premium_customers
CUST_00312,30,129923,89,6.4,Female,New York,Premium,50,34,29349.4,29349,premium_customers
CUST_00313,40,110459,77,6.5,Male,San Antonio,Premium,42,37,20609.16,17311,premium_customers
CUST_00314,44,130669,87,7.6,Female,San Diego,Luxury,70,34,15364.29,21510,premium_customers
CUST_00315,46,108116,87,8.3,Female,Houston,Premium,79,7,5614.96,8871,premium_customers
CUST_00316,43,104156,85,10.3,Other,Dallas,Premium,73,103,12713.59,18561,premium_customers
CUST_00317,43,106587,93,9.6,Female,San Antonio,Luxury,87,16,18195.38,31659,premium_customers
CUST_00318,43,104710,86,7.5,Male,Phoenix,Travel,63,23,21063.77,26540,premium_customers
CUST_00319,34,120129,87,8.1,Female,San Antonio,Premium,76,87,18049.23,27434,premium_customers
CUST_00320,44,129802,86,4.0,Male,Phoenix,Premium,31,2,21244.95,13171,premium_customers
CUST_00321,46,109915,85,8.0,Female,San Antonio,Premium,70,35,15965.89,22352,premium_customers
CUST_00322,46,94897,88,6.9,Male,Chicago,Travel,59,1,12000.13,14160,premium_customers
CUST_00323,44,118958,82,6.3,Other,San Diego,Premium,56,1,16790.36,18805,premium_customers
CUST_00324,42,110527,82,5.8,Male,San Jose,Travel,41,9,20056.84,16446,premium_customers
CUST_00325,46,105077,75,6.9,Male,San Antonio,Luxury,48,25,10323.36,9910,premium_customers
CUST_00326,42,103878,84,5.8,Male,Chicago,Premium,52,1,7961.43,8279,premium_customers
CUST_00327,39,119931,82,5.9,Male,Houston,Travel,39,46,31740.47,24757,premium_customers
CUST_00328,43,95284,86,6.3,Female,Dallas,Travel,58,2,19767.95,22930,premium_customers
CUST_00329,38,110166,85,5.9,Female,San Diego,Luxury,56,17,14881.44,16667,premium_customers
CUST_00330,48,139680,87,7.4,Other,San Jose,Premium,59,3,18232.04,21513,premium_customers
CUST_00331,38,100973,84,8.7,Female,New York,Travel,84,11,12824.78,21545,premium_customers
CUST_00332,44,131643,91,4.9,Female,San Diego,Luxury,40,7,46369.83,37095,premium_customers
CUST_00333,48,119269,88,6.0,Female,San Diego,Luxury,61,19,12834.74,15658,premium_customers
CUST_00334,47,105776,87,7.2,Other,Los Angeles,Premium,61,5,13630.1,16628,premium_customers
CUST_00335,40,126769,89,9.4,Female,Los Angeles,Travel,73,54,18778.92,27417,premium_customers
CUST_00336,33,95764,86,6.0,Male,New York,Luxury,52,69,20763.38,21593,premium_customers
CUST_00337,44,111974,83,6.4,Male,San Antonio,Travel,57,39,15140.27,17259,premium_customers
CUST_00338,42,108888,74,8.5,Other,New York,Luxury,66,10,11056.17,14594,premium_customers
CUST_00339,38,128072,92,7.7,Female,Los Angeles,Luxury,92,23,9496.4,17473,premium_customers
CUST_00340,42,104181,77,6.3,Male,New York,Travel,48,19,15790.61,15158,premium_customers
CUST_00341,47,125224,84,6.9,Male,San Antonio,Premium,61,36,26204.18,31969,premium_customers
CUST_00342,45,133482,87,5.7,Other,San Diego,Travel,48,56,27455.93,26357,premium_customers
CUST_00343,34,112606,83,6.1,Female,Philadelphia,Travel,57,1,12704.23,14482,premium_customers
CUST_00344,42,136278,87,6.2,Other,Houston,Travel,56,49,14315.97,16033,premium_customers
CUST_00345,46,119987,89,7.2,Other,New York,Premium,65,101,13890.91,18058,premium_customers
CUST_00346,46,79916,82,7.8,Female,Chicago,Travel,48,21,9643.39,9257,premium_customers
CUST_00347,38,109976,86,9.1,Female,Philadelphia,Premium,125,18,11001.5,27503,premium_customers
CUST_00348,48,131089,85,7.1,Female,Philadelphia,Premium,52,22,19127.25,19892,premium_customers
CUST_00349,39,105178,82,7.0,Male,Chicago,Luxury,63,27,14021.64,17667,premium_customers
CUST_00350,39,98592,83,10.5,Male,Chicago,Premium,90,5,10003.75,18006,premium_customers
CUST_00351,41,122452,89,11.0,Female,Houston,Travel,92,11,6753.56,12426,premium_customers
CUST_00352,42,97130,84,5.7,Other,Phoenix,Travel,46,48,24006.18,22085,premium_customers
CUST_00353,45,111682,86,10.6,Other,Phoenix,Travel,75,17,10213.2,15319,premium_customers
CUST_00354,40,107060,86,9.9,Other,Houston,Premium,100,6,8486.11,16972,premium_customers
CUST_00355,35,124185,88,9.6,Other,San Antonio,Premium,94,16,13253.02,24915,premium_customers
CUST_00356,48,124705,95,9.6,Other,San Antonio,Luxury,92,32,15018.2,27633,premium_customers
CUST_00357,38,120847,80,9.6,Other,San Diego,Premium,89,0,10483.36,18660,premium_customers
CUST_00358,36,112669,87,6.5,Female,Dallas,Travel,46,45,16206.51,14909,premium_customers
CUST_00359,51,117951,85,8.7,Other,Philadelphia,Premium,59,13,8644.62,10200,premium_customers
CUST_00360,42,122935,82,9.2,Female,Dallas,Travel,73,25,10791.06,15754,premium_customers
CUST_00361,44,110759,87,6.0,Male,Los Angeles,Premium,44,26,13612.52,11979,premium_customers
CUST_00362,44,98033,82,8.3,Other,San Antonio,Travel,77,15,9349.04,14397,premium_customers
CUST_00363,44,102885,92,6.2,Male,Phoenix,Travel,55,60,19454.55,21400,premium_customers
CUST_00364,44,114081,90,10.5,Other,San Diego,Premium,98,1,9056.27,17750,premium_customers
CUST_00365,40,94348,86,10.6,Male,San Antonio,Premium,89,5,13212.3,23517,premium_customers
CUST_00366,50,95822,84,7.2,Male,San Jose,Luxury,56,15,7173.14,8033,premium_customers
CUST_00367,37,109522,85,5.1,Male,Los Angeles,Premium,45,39,9267.51,8340,premium_customers
CUST_00368,42,108491,82,7.8,Female,New York,Luxury,65,22,10579.31,13753,premium_customers
CUST_00369,46,112464,92,8.1,Female,San Diego,Premium,73,5,14787.3,21589,premium_customers
CUST_00370,45,95053,79,9.9,Male,Houston,Travel,69,44,16369.47,22589,premium_customers
CUST_00371,39,89158,93,9.3,Male,Houston,Travel,100,34,13026.15,26052,premium_customers
CUST_00372,45,98884,90,8.0,Other,Chicago,Luxury,67,4,9610.84,12878,premium_customers
CUST_00373,51,110009,90,6.3,Other,Phoenix,Premium,63,112,9352.76,11784,premium_customers
CUST_00374,40,89462,81,6.8,Female,San Antonio,Travel,39,100,13545.08,10565,premium_customers
CUST_00375,39,128457,85,6.8,Male,Houston,Premium,53,50,25678.58,27219,premium_customers
CUST_00376,45,37107,31,3.2,Female,New York,Essentials,7,49,12780.23,1789,budget_conscious
CUST_00377,40,39413,27,4.2,Male,Chicago,Groceries,8,5,9389.04,1502,budget_conscious
CUST_00378,43,36248,27,3.2,Other,San Jose,Discount,12,6,9849.24,2363,budget_conscious
CUST_00379,36,43472,21,4.1,Other,Los Angeles,Essentials,12,2,5143.97,1234,budget_conscious
CUST_00380,36,30418,25,3.4,Male,Los Angeles,Groceries,6,13,8306.27,996,budget_conscious
CUST_00381,51,34209,46,5.4,Male,Phoenix,Groceries,21,16,9731.49,4087,budget_conscious
CUST_00382,56,37551,27,2.7,Male,San Jose,Discount,10,6,15696.63,3139,budget_conscious
CUST_00383,45,30273,20,3.6,Other,Houston,Groceries,9,8,7627.45,1372,budget_conscious
CUST_00384,51,33710,28,2.8,Other,San Antonio,Groceries,9,22,12082.82,2174,budget_conscious
CUST_00385,46,26872,31,3.0,Other,San Antonio,Essentials,5,7,5671.81,567,budget_conscious
CUST_00386,39,31612,29,3.0,Male,Houston,Discount,16,42,3585.87,1147,budget_conscious
CUST_00387,39,35425,28,3.7,Other,New York,Discount,14,81,10421.75,2918,budget_conscious
CUST_00388,45,35435,42,3.2,Male,Phoenix,Groceries,14,6,15669.17,4387,budget_conscious
CUST_00389,38,43804,26,3.8,Other,Philadelphia,Essentials,11,53,10458.43,2300,budget_conscious
CUST_00390,57,23333,18,4.0,Other,San Jose,Essentials,16,103,3649.09,1167,budget_conscious
CUST_00391,52,43369,25,4.7,Female,San Antonio,Discount,15,5,10286.14,3085,budget_conscious
CUST_00392,44,41480,24,3.2,Male,Dallas,Groceries,5,2,9503.34,950,budget_conscious
CUST_00393,35,32100,27,4.4,Female,San Antonio,Discount,7,8,12954.74,1813,budget_conscious
CUST_00394,49,42726,42,3.1,Male,Houston,Groceries,19,13,8228.98,3127,budget_conscious
CUST_00395,62,35323,26,3.6,Male,San Diego,Essentials,10,10,9475.65,1895,budget_conscious
CUST_00396,50,39327,33,3.9,Female,New York,Discount,11,1,16445.03,3617,budget_conscious
CUST_00397,53,25938,41,2.9,Male,San Jose,Discount,12,27,7955.77,1909,budget_conscious
CUST_00398,43,27504,29,3.4,Male,San Antonio,Essentials,8,1,9288.21,1486,budget_conscious
CUST_00399,37,27081,32,3.0,Other,Phoenix,Essentials,14,26,6639.98,1859,budget_conscious
CUST_00400,36,33829,26,2.5,Male,Philadelphia,Groceries,6,41,11233.25,1347,budget_conscious
CUST_00401,40,44452,30,4.1,Other,New York,Essentials,10,10,10902.28,2180,budget_conscious
CUST_00402,47,29249,31,4.7,Male,Chicago,Essentials,21,26,2379.66,999,budget_conscious
CUST_00403,54,43203,45,2.6,Male,San Jose,Discount,10,6,22667.54,4533,budget_conscious
CUST_00404,41,31198,39,3.9,Female,Philadelphia,Groceries,22,11,2706.44,1190,budget_conscious
CUST_00405,42,39056,30,3.1,Female,San Jose,Groceries,7,18,14182.59,1985,budget_conscious
CUST_00406,50,32917,35,3.5,Other,San Antonio,Discount,16,16,8017.29,2565,budget_conscious
CUST_00407,41,38480,27,3.4,Other,Los Angeles,Discount,7,10,15372.05,2152,budget_conscious
CUST_00408,50,30410,26,2.9,Female,Chicago,Discount,4,5,6646.22,531,budget_conscious
CUST_00409,45,27399,31,3.2,Male,Phoenix,Essentials,9,5,10466.24,1883,budget_conscious
CUST_00410,49,36251,34,3.2,Other,Houston,Discount,8,42,9487.39,1517,budget_conscious
CUST_00411,36,32303,31,3.6,Female,Houston,Essentials,8,91,8821.76,1411,budget_conscious
CUST_00412,48,41555,28,4.2,Female,Los Angeles,Discount,11,4,10830.87,2382,budget_conscious
CUST_00413,40,20540,39,2.6,Female,Philadelphia,Essentials,7,8,5936.57,831,budget_conscious
CUST_00414,34,41755,34,3.4,Female,Chicago,Groceries,15,61,10154.78,3046,budget_conscious
CUST_00415,40,29528,27,4.7,Male,Los Angeles,Groceries,14,1,4258.59,1192,budget_conscious
CUST_00416,49,42291,24,3.7,Other,Los Angeles,Discount,5,26,13365.87,1336,budget_conscious
CUST_00417,52,41359,29,3.2,Other,San Jose,Essentials,16,63,2551.69,816,budget_conscious
CUST_00418,53,32278,34,3.6,Female,Houston,Essentials,16,28,1613.07,516,budget_conscious
CUST_00419,34,34196,27,2.7,Male,Phoenix,Discount,9,9,10003.91,1800,budget_conscious
CUST_00420,41,34510,24,2.4,Male,New York,Groceries,2,43,13088.81,523,budget_conscious
CUST_00421,45,26664,30,3.6,Other,Philadelphia,Discount,4,19,7250.71,580,budget_conscious
CUST_00422,48,31620,22,2.8,Other,San Antonio,Groceries,5,10,7268.09,726,budget_conscious
CUST_00423,50,25703,30,4.0,Male,Houston,Groceries,11,22,7692.24,1692,budget_conscious
CUST_00424,32,32412,28,3.1,Male,Chicago,Groceries,6,8,8351.8,1002,budget_conscious
CUST_00425,41,40491,25,4.0,Female,Los Angeles,Groceries,12,6,7683.74,1844,budget_conscious
CUST_00426,42,36125,27,4.2,Female,San Antonio,Groceries,8,78,10792.69,1726,budget_conscious
CUST_00427,42,31954,38,4.0,Other,Houston,Discount,10,35,15066.94,3013,budget_conscious
CUST_00428,64,32282,26,3.2,Other,Los Angeles,Groceries,7,43,7308.89,1023,budget_conscious
CUST_00429,58,27440,35,4.3,Female,Chicago,Groceries,16,27,5178.42,1657,budget_conscious
CUST_00430,46,43032,25,3.2,Female,Houston,Groceries,6,8,14849.18,1781,budget_conscious
CUST_00431,38,31037,27,2.4,Male,Houston,Groceries,8,21,5521.13,883,budget_conscious
CUST_00432,39,32953,35,2.6,Female,Philadelphia,Essentials,4,35,15436.19,1234,budget_conscious
CUST_00433,52,47494,18,2.7,Male,San Diego,Groceries,2,38,8883.65,355,budget_conscious
CUST_00434,33,36621,41,1.9,Other,Philadelphia,Groceries,7,36,14641.37,2049,budget_conscious
CUST_00435,48,38401,31,2.8,Female,Los Angeles,Essentials,7,23,5682.33,795,budget_conscious
CUST_00436,41,23141,40,3.7,Other,San Jose,Essentials,16,3,4437.58,1420,budget_conscious
CUST_00437,42,31915,32,3.4,Male,Philadelphia,Discount,12,39,6919.13,1660,budget_conscious
CUST_00438,47,33808,23,4.7,Other,New York,Discount,12,189,6126.77,1470,budget_conscious
CUST_00439,33,29737,33,3.8,Other,Chicago,Groceries,13,41,9440.51,2454,budget_conscious
CUST_00440,39,37704,34,2.9,Female,San Diego,Discount,12,37,10487.06,2516,budget_conscious
CUST_00441,47,30778,30,3.1,Male,San Jose,Groceries,12,12,7203.97,1728,budget_conscious
CUST_00442,52,28631,31,3.1,Female,Phoenix,Discount,4,25,7582.79,606,budget_conscious
CUST_00443,33,36705,21,3.2,Female,San Jose,Groceries,10,11,2750.14,550,budget_conscious
CUST_00444,46,40337,32,3.5,Other,New York,Discount,19,0,10994.0,4177,budget_conscious
CUST_00445,45,32693,32,2.8,Male,Los Angeles,Essentials,9,5,6580.91,1184,budget_conscious
CUST_00446,49,34873,36,2.1,Other,Philadelphia,Discount,8,22,11456.33,1833,budget_conscious
CUST_00447,48,48461,25,3.5,Other,San Antonio,Discount,8,7,7490.64,1198,budget_conscious
CUST_00448,40,34734,27,3.6,Male,San Jose,Groceries,16,11,7523.43,2407,budget_conscious
CUST_00449,49,34603,27,5.4,Other,Houston,Groceries,20,47,2800.43,1120,budget_conscious
CUST_00450,37,30478,29,4.2,Male,Houston,Essentials,8,49,9257.46,1481,budget_conscious
CUST_00451,65,47953,47,14.6,Male,Chicago,Home,76,3,2514.81,3822,seniors
CUST_00452,62,43128,46,9.6,Male,Los Angeles,Home,51,2,6014.54,6134,seniors
CUST_00453,64,36216,48,10.9,Other,San Jose,Health,58,10,3199.3,3711,seniors
CUST_00454,61,45880,52,13.6,Other,Los Angeles,Home,83,27,4004.22,6647,seniors
CUST_00455,66,41438,47,11.9,Female,Dallas,Groceries,51,29,2641.54,2694,seniors
CUST_00456,63,45950,51,11.1,Female,San Antonio,Health,58,21,4543.8,5270,seniors
CUST_00457,61,45050,44,7.5,Other,San Antonio,Health,22,0,13079.32,5754,seniors
CUST_00458,67,39059,47,8.8,Female,Los Angeles,Home,41,74,6243.62,5119,seniors
CUST_00459,67,56056,50,11.2,Other,San Diego,Home,55,68,5375.03,5912,seniors
CUST_00460,66,47073,50,11.1,Female,Chicago,Home,39,57,4382.62,3418,seniors
CUST_00461,66,32203,42,14.9,Male,New York,Groceries,64,37,1315.74,1684,seniors
CUST_00462,67,47626,43,12.3,Female,Chicago,Home,46,165,3984.72,3665,seniors
CUST_00463,64,51274,48,11.0,Male,New York,Health,48,31,5577.93,5354,seniors
CUST_00464,64,38773,51,15.7,Female,San Antonio,Health,89,88,1804.84,3212,seniors
CUST_00465,69,53930,42,10.9,Male,Phoenix,Groceries,53,4,4907.99,5202,seniors
CUST_00466,65,35967,52,13.1,Male,Chicago,Home,69,8,2671.77,3687,seniors
CUST_00467,68,50521,47,11.7,Female,Philadelphia,Health,54,20,4675.01,5049,seniors
CUST_00468,63,49872,43,12.8,Female,Phoenix,Home,57,98,3628.52,4136,seniors
CUST_00469,60,51592,49,13.7,Female,Houston,Health,66,23,3989.63,5266,seniors
CUST_00470,61,50910,45,13.5,Female,Houston,Health,49,13,3748.47,3673,seniors
CUST_00471,60,51401,50,13.5,Other,Phoenix,Home,70,36,2368.42,3315,seniors
CUST_00472,64,43012,48,12.2,Female,Chicago,Health,55,22,2198.58,2418,seniors
CUST_00473,54,42728,52,12.4,Other,Philadelphia,Groceries,73,25,2951.12,4308,seniors
CUST_00474,58,51203,57,13.5,Male,New York,Groceries,84,45,3522.39,5917,seniors
CUST_00475,66,36128,38,14.3,Other,Houston,Health,53,8,1505.92,1596,seniors
CUST_00476,62,51363,43,12.4,Female,Los Angeles,Groceries,60,24,3309.6,3971,seniors
CUST_00477,66,46054,53,10.3,Female,San Diego,Health,50,20,4649.88,4649,seniors
CUST_00478,64,56678,49,12.2,Female,San Jose,Home,60,1,4572.36,5486,seniors
CUST_00479,66,51115,39,12.7,Female,Los Angeles,Groceries,41,23,6832.58,5602,seniors
CUST_00480,62,55649,51,7.4,Female,Philadelphia,Home,29,3,16695.14,9683,seniors
CUST_00481,66,48368,52,18.4,Female,Phoenix,Home,74,4,4286.69,6344,seniors
CUST_00482,68,50702,48,12.3,Female,New York,Groceries,52,31,3692.96,3840,seniors
CUST_00483,62,39295,39,14.5,Female,New York,Home,62,14,1732.0,2147,seniors
CUST_00484,64,43324,46,11.5,Other,Philadelphia,Home,42,263,4411.38,3705,seniors
CUST_00485,65,53167,51,10.6,Female,Phoenix,Groceries,67,34,5304.54,7108,seniors
CUST_00486,62,48384,40,11.8,Other,San Antonio,Groceries,53,15,3695.29,3917,seniors
CUST_00487,62,49270,53,7.8,Other,San Diego,Groceries,52,55,4386.78,4562,seniors
CUST_00488,61,56859,43,10.8,Male,San Jose,Health,51,16,3815.18,3891,seniors
CUST_00489,63,48891,42,12.1,Male,New York,Home,47,28,5806.22,5457,seniors
CUST_00490,57,58802,36,12.1,Other,San Diego,Health,54,59,2315.5,2500,seniors
CUST_00491,65,50071,45,17.5,Male,Chicago,Groceries,86,23,3461.82,5954,seniors
CUST_00492,66,46556,44,9.7,Male,San Diego,Groceries,33,2,5884.13,3883,seniors
CUST_00493,66,46753,50,11.5,Other,San Diego,Groceries,68,11,3666.52,4986,seniors
CUST_00494,63,56417,47,10.0,Other,New York,Health,44,22,2255.25,1984,seniors
CUST_00495,71,49193,43,10.1,Other,Dallas,Health,56,0,5882.72,6588,seniors
CUST_00496,68,35253,50,12.2,Other,Philadelphia,Groceries,60,1,3437.26,4124,seniors
CUST_00497,62,46531,46,10.0,Other,Philadelphia,Health,49,49,5841.55,5724,seniors
CUST_00498,69,47833,48,11.1,Male,Dallas,Home,55,103,4201.9,4622,seniors
CUST_00499,65,49822,47,10.7,Other,San Diego,Groceries,44,13,8957.42,7882,seniors
CUST_00500,60,40415,49,16.5,Male,San Jose,Groceries,81,26,3153.34,5108,seniors
