campaign_id,customer_id,campaign_name,channel,campaign_date,responded,converted,response_rate,conversion_rate,campaign_cost,campaign_revenue,roi,click_through_rate,engagement_score,time_spent_seconds
CAMP_00195,CUST_00256,Mother_Day_2024,Display Ads,2025-02-08,False,False,0.0739,0.0,1.5,0.0,-100.0,,41.6,0
CAMP_00196,CUST_00003,Black_Friday_2024,Direct Mail,2024-12-26,True,False,0.0598,0.0,0.8,0.0,-100.0,0.0043,8.7,99
CAMP_00197,CUST_00448,Holiday_Special_2024,SMS,2024-11-03,False,False,0.0597,0.0,0.05,0.0,-100.0,,8.7,0
CAMP_00198,CUST_00164,Black_Friday_2024,Search Ads,2024-09-03,False,False,0.0734,0.0,3.0,0.0,-100.0,,38.3,0
CAMP_00199,CUST_00172,Black_Friday_2024,SMS,2025-02-22,False,False,0.0825,0.0,0.05,0.0,-100.0,,38.3,0
CAMP_00200,CUST_00329,Back_to_School_2024,Direct Mail,2025-04-16,False,False,0.1002,0.0,0.8,0.0,-100.0,,28.6,0
CAMP_00201,CUST_00470,Back_to_School_2024,SMS,2025-01-06,True,False,0.1108,0.0,0.05,0.0,-100.0,0.0769,28.6,11
CAMP_00202,CUST_00112,Independence_Sale_2024,Direct Mail,2025-07-24,False,False,0.0673,0.0,0.8,0.0,-100.0,,54.9,0
CAMP_00203,CUST_00262,Black_Friday_2024,Direct Mail,2024-11-23,False,False,0.0798,0.0,0.8,0.0,-100.0,,8.7,0
CAMP_00204,CUST_00189,Father_Day_2024,SMS,2024-12-11,False,False,0.0802,0.0,0.05,0.0,-100.0,,8.7,0
CAMP_00205,CUST_00114,Independence_Sale_2024,Social Media,2024-11-22,True,False,0.0578,0.0,2.0,0.0,-100.0,0.0255,25.5,11
CAMP_00206,CUST_00123,Easter_Promotion_2024,Email,2025-03-17,False,False,0.0686,0.0,0.1,0.0,-100.0,,25.5,0
CAMP_00207,CUST_00404,Easter_Promotion_2024,Display Ads,2024-11-12,True,False,0.0652,0.0,1.5,0.0,-100.0,0.023,46.1,127
CAMP_00208,CUST_00050,Easter_Promotion_2024,Direct Mail,2025-05-08,False,False,0.0611,0.0,0.8,0.0,-100.0,,39.2,0
CAMP_00209,CUST_00048,Holiday_Special_2024,Display Ads,2025-02-23,False,False,0.0623,0.0,1.5,0.0,-100.0,,45.1,0
CAMP_00210,CUST_00122,Holiday_Special_2024,SMS,2024-09-23,False,False,0.0623,0.0,0.05,0.0,-100.0,,45.1,0
CAMP_00211,CUST_00307,New_Year_2024,Direct Mail,2025-02-01,False,False,0.1078,0.0,0.8,0.0,-100.0,,29.0,0
CAMP_00212,CUST_00025,Independence_Sale_2024,SMS,2024-12-27,False,False,0.0633,0.0,0.05,0.0,-100.0,,29.0,0
CAMP_00213,CUST_00143,Valentine_Special_2024,Direct Mail,2024-11-03,False,False,0.0705,0.0,0.8,0.0,-100.0,,44.7,0
CAMP_00214,CUST_00272,Independence_Sale_2024,Email,2024-08-11,False,False,0.073,0.0,0.1,0.0,-100.0,,44.7,0
CAMP_00215,CUST_00103,Independence_Sale_2024,Search Ads,2024-08-28,False,False,0.0611,0.0,3.0,0.0,-100.0,,19.4,0
CAMP_00216,CUST_00031,Spring_Collection_2024,SMS,2025-02-24,False,False,0.0624,0.0,0.05,0.0,-100.0,,19.4,0
CAMP_00217,CUST_00242,Valentine_Special_2024,Search Ads,2025-04-09,False,False,0.0831,0.0,3.0,0.0,-100.0,,61.9,0
CAMP_00218,CUST_00141,Mother_Day_2024,Email,2024-08-10,False,False,0.0703,0.0,0.1,0.0,-100.0,,61.9,0
CAMP_00219,CUST_00119,Spring_Collection_2024,Direct Mail,2025-02-14,False,False,0.0662,0.0,0.8,0.0,-100.0,,5.9,0
CAMP_00220,CUST_00211,Back_to_School_2024,Direct Mail,2025-06-23,False,False,0.0698,0.0,0.8,0.0,-100.0,,20.7,0
CAMP_00221,CUST_00020,Mother_Day_2024,SMS,2024-08-27,False,False,0.0636,0.0,0.05,0.0,-100.0,,20.7,0
CAMP_00222,CUST_00066,Easter_Promotion_2024,Display Ads,2024-08-18,False,False,0.0638,0.0,1.5,0.0,-100.0,,9.9,0
CAMP_00223,CUST_00152,Valentine_Special_2024,Display Ads,2025-04-19,True,False,0.0851,0.0,1.5,0.0,-100.0,0.0361,72.3,33
CAMP_00224,CUST_00213,Valentine_Special_2024,Display Ads,2025-06-07,False,False,0.077,0.0,1.5,0.0,-100.0,,41.4,0
CAMP_00225,CUST_00207,New_Year_2024,Display Ads,2024-10-22,False,False,0.0701,0.0,1.5,0.0,-100.0,,46.6,0
CAMP_00226,CUST_00381,Back_to_School_2024,Direct Mail,2025-04-29,True,False,0.0748,0.0,0.8,0.0,-100.0,0.0155,31.0,52
CAMP_00227,CUST_00404,Back_to_School_2024,Social Media,2024-12-22,False,False,0.0652,0.0,2.0,0.0,-100.0,,30.6,0
CAMP_00228,CUST_00063,Independence_Sale_2024,Direct Mail,2024-09-22,False,False,0.0729,0.0,0.8,0.0,-100.0,,2.6,0
CAMP_00229,CUST_00464,Holiday_Special_2024,Email,2025-03-20,True,False,0.1301,0.0,0.1,0.0,-100.0,0.0888,2.6,103
CAMP_00230,CUST_00245,Father_Day_2024,Social Media,2025-07-13,False,False,0.0724,0.0,2.0,0.0,-100.0,,31.1,0
CAMP_00231,CUST_00340,Summer_Sale_2024,SMS,2025-03-29,False,False,0.0985,0.0,0.05,0.0,-100.0,,31.1,0
CAMP_00232,CUST_00352,Back_to_School_2024,SMS,2025-07-24,False,False,0.0979,0.0,0.05,0.0,-100.0,,31.1,0
CAMP_00233,CUST_00183,Holiday_Special_2024,Email,2024-09-17,False,False,0.0865,0.0,0.1,0.0,-100.0,,31.1,0
CAMP_00234,CUST_00072,Black_Friday_2024,Display Ads,2025-04-24,False,False,0.0634,0.0,1.5,0.0,-100.0,,72.9,0
CAMP_00235,CUST_00211,New_Year_2024,SMS,2024-11-14,False,False,0.0698,0.0,0.05,0.0,-100.0,,72.9,0
CAMP_00236,CUST_00461,New_Year_2024,Display Ads,2025-02-11,False,False,0.1126,0.0,1.5,0.0,-100.0,,27.6,0
CAMP_00237,CUST_00363,Back_to_School_2024,Search Ads,2024-09-06,True,False,0.107,0.0,3.0,0.0,-100.0,0.0181,36.1,50
CAMP_00238,CUST_00365,Independence_Sale_2024,Email,2024-09-16,False,False,0.1412,0.0,0.1,0.0,-100.0,,36.1,0
CAMP_00239,CUST_00149,Holiday_Special_2024,SMS,2024-12-07,False,False,0.0649,0.0,0.05,0.0,-100.0,,36.1,0
CAMP_00240,CUST_00294,Spring_Collection_2024,Direct Mail,2025-01-06,True,True,0.1404,0.2824,0.8,16711.27,2088808.49,0.0105,21.0,3
CAMP_00241,CUST_00361,Easter_Promotion_2024,Social Media,2025-01-21,False,False,0.1022,0.0,2.0,0.0,-100.0,,9.6,0
CAMP_00242,CUST_00191,Flash_Sale_Weekly,Social Media,2025-07-13,False,False,0.0811,0.0,2.0,0.0,-100.0,,31.1,0
CAMP_00243,CUST_00495,Summer_Sale_2024,Social Media,2024-09-20,False,False,0.0934,0.0,2.0,0.0,-100.0,,24.5,0
CAMP_00244,CUST_00161,Father_Day_2024,Search Ads,2025-07-01,False,False,0.0697,0.0,3.0,0.0,-100.0,,35.2,0
CAMP_00245,CUST_00330,Independence_Sale_2024,Social Media,2025-06-28,True,False,0.1144,0.0,2.0,0.0,-100.0,0.0444,44.4,70
CAMP_00246,CUST_00118,Back_to_School_2024,Search Ads,2025-01-03,False,False,0.0648,0.0,3.0,0.0,-100.0,,35.3,0
CAMP_00247,CUST_00259,Independence_Sale_2024,Display Ads,2024-09-29,False,False,0.0709,0.0,1.5,0.0,-100.0,,29.6,0
CAMP_00248,CUST_00063,Flash_Sale_Weekly,Display Ads,2025-04-27,False,False,0.0729,0.0,1.5,0.0,-100.0,,26.7,0
CAMP_00249,CUST_00107,Mother_Day_2024,Search Ads,2024-08-19,False,False,0.0681,0.0,3.0,0.0,-100.0,,34.5,0
CAMP_00250,CUST_00266,Father_Day_2024,Social Media,2025-07-27,False,False,0.0777,0.0,2.0,0.0,-100.0,,34.7,0
CAMP_00251,CUST_00399,Back_to_School_2024,Email,2025-01-22,True,False,0.0596,0.0,0.1,0.0,-100.0,0.0441,34.7,40
CAMP_00252,CUST_00073,Father_Day_2024,Display Ads,2025-03-03,False,False,0.0608,0.0,1.5,0.0,-100.0,,75.4,0
CAMP_00253,CUST_00032,Valentine_Special_2024,Search Ads,2025-04-11,False,False,0.0591,0.0,3.0,0.0,-100.0,,53.2,0
CAMP_00254,CUST_00411,Flash_Sale_Weekly,SMS,2024-09-13,False,False,0.0612,0.0,0.05,0.0,-100.0,,53.2,0
CAMP_00255,CUST_00478,Black_Friday_2024,Display Ads,2025-03-09,False,False,0.1098,0.0,1.5,0.0,-100.0,,46.6,0
CAMP_00256,CUST_00345,Holiday_Special_2024,Direct Mail,2025-06-05,False,False,0.1141,0.0,0.8,0.0,-100.0,,49.0,0
CAMP_00257,CUST_00204,Back_to_School_2024,Social Media,2025-02-13,False,False,0.0808,0.0,2.0,0.0,-100.0,,27.4,0
CAMP_00258,CUST_00209,Easter_Promotion_2024,Direct Mail,2025-07-15,False,False,0.072,0.0,0.8,0.0,-100.0,,19.1,0
CAMP_00259,CUST_00395,New_Year_2024,Direct Mail,2024-08-12,False,False,0.0594,0.0,0.8,0.0,-100.0,,21.2,0
CAMP_00260,CUST_00321,Back_to_School_2024,Email,2024-09-22,True,False,0.118,0.0,0.1,0.0,-100.0,0.0913,21.2,9
CAMP_00261,CUST_00146,Father_Day_2024,Direct Mail,2025-05-21,False,False,0.0655,0.0,0.8,0.0,-100.0,,20.5,0
CAMP_00262,CUST_00249,Summer_Sale_2024,SMS,2025-06-03,False,False,0.082,0.0,0.05,0.0,-100.0,,20.5,0
CAMP_00263,CUST_00333,Independence_Sale_2024,Direct Mail,2024-12-30,False,False,0.1028,0.0,0.8,0.0,-100.0,,44.5,0
CAMP_00264,CUST_00362,Valentine_Special_2024,Display Ads,2025-02-15,True,False,0.1181,0.0,1.5,0.0,-100.0,0.0174,34.7,158
CAMP_00265,CUST_00462,Independence_Sale_2024,Display Ads,2025-06-20,False,False,0.1029,0.0,1.5,0.0,-100.0,,36.7,0
CAMP_00266,CUST_00085,New_Year_2024,Direct Mail,2024-11-26,False,False,0.068,0.0,0.8,0.0,-100.0,,24.1,0
CAMP_00267,CUST_00429,Valentine_Special_2024,Direct Mail,2025-06-02,True,False,0.065,0.0,0.8,0.0,-100.0,0.0304,60.8,16
CAMP_00268,CUST_00255,Black_Friday_2024,SMS,2025-07-01,False,False,0.0738,0.0,0.05,0.0,-100.0,,60.8,0
CAMP_00269,CUST_00073,Easter_Promotion_2024,Search Ads,2025-06-05,False,False,0.0608,0.0,3.0,0.0,-100.0,,37.4,0
CAMP_00270,CUST_00325,Father_Day_2024,SMS,2024-12-05,False,False,0.1018,0.0,0.05,0.0,-100.0,,37.4,0
CAMP_00271,CUST_00177,Summer_Sale_2024,Search Ads,2024-11-11,False,False,0.079,0.0,3.0,0.0,-100.0,,35.0,0
CAMP_00272,CUST_00240,New_Year_2024,SMS,2025-01-31,False,False,0.0758,0.0,0.05,0.0,-100.0,,35.0,0
CAMP_00273,CUST_00315,Spring_Collection_2024,SMS,2024-10-24,False,False,0.1222,0.0,0.05,0.0,-100.0,,35.0,0
CAMP_00274,CUST_00027,Mother_Day_2024,Social Media,2025-05-04,False,False,0.0614,0.0,2.0,0.0,-100.0,,41.5,0
CAMP_00275,CUST_00017,Valentine_Special_2024,Direct Mail,2024-09-03,False,False,0.0641,0.0,0.8,0.0,-100.0,,40.0,0
CAMP_00276,CUST_00254,Independence_Sale_2024,SMS,2024-10-26,False,False,0.0775,0.0,0.05,0.0,-100.0,,40.0,0
CAMP_00277,CUST_00353,Valentine_Special_2024,Email,2025-03-02,False,False,0.1412,0.0,0.1,0.0,-100.0,,40.0,0
CAMP_00278,CUST_00498,Father_Day_2024,Display Ads,2025-07-08,False,False,0.1033,0.0,1.5,0.0,-100.0,,22.7,0
CAMP_00279,CUST_00402,Back_to_School_2024,Search Ads,2024-10-10,False,False,0.0646,0.0,3.0,0.0,-100.0,,12.0,0
CAMP_00280,CUST_00163,Easter_Promotion_2024,Email,2025-02-01,False,False,0.084,0.0,0.1,0.0,-100.0,,12.0,0
CAMP_00281,CUST_00301,Spring_Collection_2024,Email,2025-01-25,False,False,0.0977,0.0,0.1,0.0,-100.0,,12.0,0
CAMP_00282,CUST_00456,New_Year_2024,SMS,2025-07-01,False,False,0.1066,0.0,0.05,0.0,-100.0,,12.0,0
CAMP_00283,CUST_00444,Spring_Collection_2024,Search Ads,2025-05-09,False,False,0.0612,0.0,3.0,0.0,-100.0,,21.8,0
CAMP_00284,CUST_00081,Summer_Sale_2024,Direct Mail,2025-02-01,False,False,0.0716,0.0,0.8,0.0,-100.0,,76.3,0
CAMP_00285,CUST_00479,New_Year_2024,Social Media,2025-03-16,False,False,0.0995,0.0,2.0,0.0,-100.0,,30.6,0
CAMP_00286,CUST_00122,Mother_Day_2024,SMS,2024-08-17,True,False,0.0623,0.0,0.05,0.0,-100.0,0.097,30.6,29
CAMP_00287,CUST_00124,New_Year_2024,Search Ads,2025-07-05,False,False,0.0604,0.0,3.0,0.0,-100.0,,18.4,0
CAMP_00288,CUST_00303,Easter_Promotion_2024,SMS,2024-10-12,False,False,0.1083,0.0,0.05,0.0,-100.0,,18.4,0
CAMP_00289,CUST_00102,Easter_Promotion_2024,SMS,2024-09-08,False,False,0.0685,0.0,0.05,0.0,-100.0,,18.4,0
CAMP_00290,CUST_00285,Summer_Sale_2024,Search Ads,2024-12-15,True,False,0.1401,0.0,3.0,0.0,-100.0,0.0306,61.2,25
CAMP_00291,CUST_00194,Mother_Day_2024,Direct Mail,2024-10-17,False,False,0.0734,0.0,0.8,0.0,-100.0,,75.3,0
CAMP_00292,CUST_00166,Father_Day_2024,SMS,2025-01-05,True,True,0.072,0.1876,0.05,10399.02,20797932.53,0.0475,75.3,13
CAMP_00293,CUST_00145,Father_Day_2024,Social Media,2025-05-21,False,False,0.0655,0.0,2.0,0.0,-100.0,,9.6,0
CAMP_00294,CUST_00354,Flash_Sale_Weekly,Display Ads,2025-02-15,False,False,0.1351,0.0,1.5,0.0,-100.0,,54.1,0
CAMP_00295,CUST_00332,Holiday_Special_2024,SMS,2024-09-17,False,False,0.0946,0.0,0.05,0.0,-100.0,,54.1,0
CAMP_00296,CUST_00321,Valentine_Special_2024,Direct Mail,2025-03-30,True,True,0.118,0.3421,0.8,30391.58,3798847.39,0.0273,54.6,60
CAMP_00297,CUST_00318,Spring_Collection_2024,Display Ads,2024-10-31,True,False,0.1145,0.0,1.5,0.0,-100.0,0.0055,10.9,61
CAMP_00298,CUST_00408,Holiday_Special_2024,SMS,2024-08-12,False,False,0.0575,0.0,0.05,0.0,-100.0,,10.9,0
CAMP_00299,CUST_00272,Holiday_Special_2024,Search Ads,2024-08-21,False,False,0.073,0.0,3.0,0.0,-100.0,,87.0,0
CAMP_00300,CUST_00238,New_Year_2024,Email,2024-12-05,False,False,0.0761,0.0,0.1,0.0,-100.0,,87.0,0
